Unnamed: 0;P_HOUSEHOLD;P_HEATPUMP
2020-01-03 20:00:00;11654,494993845625;29866,73177221082
2020-01-03 20:15:00;10448,04577848646;28906,474995062075
2020-01-03 20:30:00;8396,75900082058;34700,50796218451
2020-01-03 20:45:00;8352,5403394911;30686,58665390017
2020-01-03 21:00:00;9045,003462049694;28912,625015057467
2020-01-03 21:15:00;11124,882544030084;42404,98256452348
2020-01-03 21:30:00;8306,207669660778;23801,032127433347
2020-01-03 21:45:00;8048,813995785184;27985,24570155673
2020-01-03 22:00:00;7933,4855539109985;21106,82532234193
2020-01-03 22:15:00;8870,025449456109;28022,870732540567
2020-01-03 22:30:00;10195,487662463718;23706,035850535503
2020-01-03 22:45:00;8449,725443776448;28936,95283421408
2020-01-03 23:00:00;7944,65689154731;28830,91836871051
2020-01-03 23:15:00;7352,201444032463;28127,38199976816
2020-01-03 23:30:00;6975,700219260325;36033,38004575305
2020-01-03 23:45:00;6945,258444764882;28063,02924372355
2020-01-04 00:00:00;7031,886774190267;25020,254940032963
2020-01-04 00:15:00;6377,481438361274;22544,186806689377
2020-01-04 00:30:00;5507,470004950629;19996,36058351728
2020-01-04 00:45:00;4868,844333055283;33819,656053193365
2020-01-04 01:00:00;5080,430667792428;39374,55567591985
2020-01-04 01:15:00;5129,052326456706;15827,015101401012
2020-01-04 01:30:00;4895,2967804802765;33581,63842936622
2020-01-04 01:45:00;4750,67833413018;22399,24404047859
2020-01-04 02:00:00;4459,257111061945;24206,301387055715
2020-01-04 02:15:00;5047,922222858008;35469,82941694257
2020-01-04 02:30:00;4809,030219268797;26025,708077801577
2020-01-04 02:45:00;4547,258554882473;36473,44174694484
2020-01-04 03:00:00;4454,724778027005;20936,32536930511
2020-01-04 03:15:00;4740,6659989251;31526,682191594457
2020-01-04 03:30:00;4329,7672247992605;31693,92641468049
2020-01-04 03:45:00;4408,315111711288;13190,885896979433
2020-01-04 04:00:00;4459,617441050213;34571,67878430682
2020-01-04 04:15:00;3937,7334398057737;36171,42547566098
2020-01-04 04:30:00;4212,694667816163;25483,231218666515
2020-01-04 04:45:00;4358,369774203831;40781,22270913657
2020-01-04 05:00:00;4497,374113549127;24941,9496409628
2020-01-04 05:15:00;4288,770552444458;31396,322653675103
2020-01-04 05:30:00;5136,103551525539;30086,7285671128
2020-01-04 05:45:00;5549,757554244992;25747,542190742493
2020-01-04 06:00:00;6089,410560946997;27693,929407013813
2020-01-04 06:15:00;6489,248333655466;28811,926393787035
2020-01-04 06:30:00;5509,649103715683;23746,65877877606
2020-01-04 06:45:00;5484,91222771539;30476,35867258709
2020-01-04 07:00:00;5573,428884336688;25320,425769594007
2020-01-04 07:15:00;5654,298325644598;44405,43851208157
2020-01-04 07:30:00;6103,682214397858;34005,894657643614
2020-01-04 07:45:00;5583,102443525528;28444,542409483587
2020-01-04 08:00:00;6298,921336237589;30462,987318483985
2020-01-04 08:15:00;8173,1315549214705;41876,1963547177
2020-01-04 08:30:00;12917,41621598138;34816,75223940743
2020-01-04 08:45:00;12485,674582841655;33303,50637711421
2020-01-04 09:00:00;7043,540990829464;39013,51061401368
2020-01-04 09:15:00;10137,96178003947;32962,13559580907
2020-01-04 09:30:00;10696,633338673902;33009,74533656966
2020-01-04 09:45:00;10788,397116385562;40034,48190073439
2020-01-04 10:00:00;10579,346218956844;38481,24074790206
2020-01-04 10:15:00;8993,23590333727;34044,061816469846
2020-01-04 10:30:00;13435,839577780836;44471,48138465882
2020-01-04 10:45:00;15477,892896016438;37970,221750323006
2020-01-04 11:00:00;13400,255661137904;44897,16605794698
2020-01-04 11:15:00;11380,79701631334;31411,87126191456
2020-01-04 11:30:00;15258,766880544015;37598,56925623152
2020-01-04 11:45:00;14755,256458367248;42032,69367801875
2020-01-04 12:00:00;18665,2267832862;31759,65214968788
2020-01-04 12:15:00;16509,609796312117;37799,40947850552
2020-01-04 12:30:00;16525,446910900548;29878,84577694997
2020-01-04 12:45:00;11296,083239873253;33263,076980580256
2020-01-04 13:00:00;11078,230439843075;38417,57558657328
2020-01-04 13:15:00;13077,838216823991;31238,896129173703
2020-01-04 13:30:00;14824,864754486076;44757,37411651611
2020-01-04 13:45:00;13549,19020139906;30392,64284799365
2020-01-04 14:00:00;10806,1532315996;35002,40342508951
2020-01-04 14:15:00;11319,493654717346;31069,260986836736
2020-01-04 14:30:00;13683,303582085498;28626,268690458943
2020-01-04 14:45:00;11041,890648142497;26423,585674201087
2020-01-04 15:00:00;10749,779217444537;28861,09777197309
2020-01-04 15:15:00;11085,531997087272;27840,95689987608
2020-01-04 15:30:00;13531,155449506969;35768,370876704335
2020-01-04 15:45:00;11815,064655473505;36481,55528941682
2020-01-04 16:00:00;14525,451845550544;30914,049847274324
2020-01-04 16:15:00;11096,862202707924;27668,74759863747
2020-01-04 16:30:00;13650,913900756845;34307,652548736995
2020-01-04 16:45:00;14752,24346533882;21786,696232901693
2020-01-04 17:00:00;11914,715427907298;36716,693780506976
2020-01-04 17:15:00;12000,637769063303;33150,18079277679
2020-01-04 17:30:00;13948,772761196564;34819,781333298146
2020-01-04 17:45:00;14021,864886983234;27040,8219599406
2020-01-04 18:00:00;12692,087220509844;34128,36789022017
2020-01-04 18:15:00;11555,168779754646;39437,1592857467
2020-01-04 18:30:00;11988,276565382215;24817,513714800923
2020-01-04 18:45:00;13408,862313418918;40178,9341309547
2020-01-04 19:00:00;12215,15377188789;29085,119538243605
2020-01-04 19:15:00;15654,28823479549;29930,085984834044
2020-01-04 19:30:00;12907,175649176705;41774,66295597281
2020-01-04 19:45:00;11495,144660186772;28005,525772370234
2020-01-04 20:00:00;11117,488541836206;35621,704947217295
2020-01-04 20:15:00;12676,754683897218;28883,98000193698
2020-01-04 20:30:00;10748,490113872944;48852,91091453764
2020-01-04 20:45:00;10019,620781622982;36531,31869756905
2020-01-04 21:00:00;10587,305343543165;36396,64894333946
2020-01-04 21:15:00;10150,791995493577;32617,57056737476
2020-01-04 21:30:00;9402,147219933398;33258,9902457661
2020-01-04 21:45:00;9142,900668504506;30004,70998330644
2020-01-04 22:00:00;9830,5126730601;36455,786814233965
2020-01-04 22:15:00;16106,70878681606;24335,70509432686
2020-01-04 22:30:00;10838,946788703071;30448,03999422924
2020-01-04 22:45:00;8971,125673166913;36518,869629616216
2020-01-04 23:00:00;7405,507779312129;21464,551139407675
2020-01-04 23:15:00;7807,998768573335;31720,0728501214
2020-01-04 23:30:00;6844,6211124844;42848,65226804951
2020-01-04 23:45:00;6887,843117650351;33738,44351676302
2020-01-05 00:00:00;6327,191108194986;26697,057102055023
2020-01-05 00:15:00;5920,313781865438;25613,916140386784
2020-01-05 00:30:00;5875,453333494398;31354,485443878184
2020-01-05 00:45:00;5690,4735518985335;36910,294567351935
2020-01-05 01:00:00;5413,878334214952;23783,187923664507
2020-01-05 01:15:00;5198,701995976766;30359,27641651367
2020-01-05 01:30:00;4915,095557276409;35174,141221714024
2020-01-05 01:45:00;5018,919887373185;22446,48598935868
2020-01-05 02:00:00;5007,32178048028;22217,674795267307
2020-01-05 02:15:00;4851,89000231425;18820,39807400173
2020-01-05 02:30:00;4882,62577934265;27586,626227315268
2020-01-05 02:45:00;4802,059888966877;35528,583614571864
2020-01-05 03:00:00;4766,462780676948;25836,500285455902
2020-01-05 03:15:00;4766,715102216933;25314,51879784268
2020-01-05 03:30:00;4435,163447274103;31576,388426664136
2020-01-05 03:45:00;4070,99066526625;26125,215696356023
2020-01-05 04:00:00;4320,100782606336;32980,61522401176
2020-01-05 04:15:00;4327,777112706501;20330,26480253006
2020-01-05 04:30:00;4314,1158858829085;26377,79783172607
2020-01-05 04:45:00;4285,721113120182;33763,72402722039
2020-01-05 05:00:00;4564,454562928942;33001,86319918104
2020-01-05 05:15:00;4390,950107616849;32757,795783381986
2020-01-05 05:30:00;4257,443001895481;31524,530011166447
2020-01-05 05:45:00;4207,111444515651;42601,89120267235
2020-01-05 06:00:00;4544,832673729793;22244,128241051585
2020-01-05 06:15:00;5758,808772235442;32332,40158231524
2020-01-05 06:30:00;6042,50933363173;43277,89689016344
2020-01-05 06:45:00;5107,906111738412;20874,113077942508
2020-01-05 07:00:00;6512,723562537302;35651,90743746231
2020-01-05 07:15:00;6148,0112237718295;46793,60302797953
2020-01-05 07:30:00;6593,404998991224;50569,37764369115
2020-01-05 07:45:00;6974,741006088254;48746,50234755405
2020-01-05 08:00:00;6063,5478902604855;47678,35553134286
2020-01-05 08:15:00;6252,003002336293;45973,88512232298
2020-01-05 08:30:00;10408,354346974693;30282,04911904733
2020-01-05 08:45:00;9112,287438074754;51980,31980594394
2020-01-05 09:00:00;8479,805661731296;44818,59020688801
2020-01-05 09:15:00;9778,918772252387;46874,78887341816
2020-01-05 09:30:00;10826,706114323928;42170,7347748862
2020-01-05 09:45:00;13468,727229478623;37023,85487698447
2020-01-05 10:00:00;12494,179687457605;48614,24575725132
2020-01-05 10:15:00;10133,7915658315;47896,6699713813
2020-01-05 10:30:00;11123,23863911099;37275,21852581236
2020-01-05 10:45:00;13627,639646233449;43305,30644134943
2020-01-05 11:00:00;15405,65386814541;35409,53968843882
2020-01-05 11:15:00;16386,522453647187;41963,148438051016
2020-01-05 11:30:00;13641,33231887819;30434,18565691845
2020-01-05 11:45:00;14705,035877736402;40737,7090774324
2020-01-05 12:00:00;15687,62313800389;30560,169306977583
2020-01-05 12:15:00;15335,008747227988;22587,79341802596
2020-01-05 12:30:00;15178,84454273648;45577,20830243425
2020-01-05 12:45:00;13461,935875786676;37666,07273212008
2020-01-05 13:00:00;17050,23576147291;29704,107695886825
2020-01-05 13:15:00;19963,71345977784;36840,99921172461
2020-01-05 13:30:00;17892,194209374324;35258,3472099516
2020-01-05 13:45:00;13838,550983047497;28853,26442024442
2020-01-05 14:00:00;16327,308752695712;35300,98416513865
2020-01-05 14:15:00;11760,936768468231;38262,10866216028
2020-01-05 14:30:00;10725,11321796841;34455,62403292129
2020-01-05 14:45:00;15804,287697855629;31351,09212407012
2020-01-05 15:00:00;15839,6926688724;27872,14679264491
2020-01-05 15:15:00;14873,670326063377;44567,823311668
2020-01-05 15:30:00;11294,796877797446;37149,499228699984
2020-01-05 15:45:00;9467,755331717592;39715,67199705973
2020-01-05 16:00:00;12006,800682534124;40697,424894364674
2020-01-05 16:15:00;13764,31467887031;45611,98512881602
2020-01-05 16:30:00;13239,990804375544;28788,36759263145
2020-01-05 16:45:00;17298,226998138423;32640,56723908317
2020-01-05 17:00:00;12684,611686282688;42296,98768260738
2020-01-05 17:15:00;11259,71989966498;23297,469284152987
2020-01-05 17:30:00;15408,439751010465;26016,80262876088
2020-01-05 17:45:00;16010,315553114146;26068,478820737208
2020-01-05 18:00:00;14697,641773859654;39005,72800596024
2020-01-05 18:15:00;12165,77088182237;34774,041066604135
2020-01-05 18:30:00;12477,433783891474;27066,894230620062
2020-01-05 18:45:00;11315,196539900033;39650,00421387358
2020-01-05 19:00:00;13015,009661441389;38121,956227313145
2020-01-05 19:15:00;11154,388227250838;26313,77218669258
2020-01-05 19:30:00;11094,709669155549;40078,64421987533
2020-01-05 19:45:00;14348,004438696971;21537,4019888666
2020-01-05 20:00:00;14646,79745135836;39871,6168501642
2020-01-05 20:15:00;16189,597675408271;30990,56708078384
2020-01-05 20:30:00;14061,532996368398;23199,37172191407
2020-01-05 20:45:00;11365,47410032485;22217,66865484449
2020-01-05 21:00:00;11579,189106241862;22983,250766902504
2020-01-05 21:15:00;9423,157441923348;29924,169481330457
2020-01-05 21:30:00;11002,75467300416;21428,245929061035
2020-01-05 21:45:00;10320,616099294024;33849,48780324722
2020-01-05 22:00:00;9242,287439982094;16914,27634043165
2020-01-05 22:15:00;9909,506439293757;22382,286682107708
2020-01-05 22:30:00;8597,806556998352;32018,23532044092
2020-01-05 22:45:00;11133,46688724094;14308,188136503451
2020-01-05 23:00:00;7981,859222030639;29231,238777976592
