;P_HOUSEHOLD;Q_HOUSEHOLD;P_HEATPUMP;Q_HEATPUMP;P_PV;Q_PV
2020-08-03 09:00:00;7159,934114095902;-283,0795539405612;1250,1301105817156;966,17133398056;20663,555555555555;15,522222222222222
2020-08-03 09:15:00;6902,182491005788;-188,04602083696125;1400,3704451931849;981,2670007281832;26291,28888888889;21,0
2020-08-03 09:30:00;9454,702068413611;-199,7089001705656;1352,5297787851748;968,8942230860388;23374,344444444443;15,755555555555556
2020-08-03 09:45:00;13136,15649825202;358,53369254999706;1367,8806677712328;961,0732217258872;24216,13333333333;17,544444444444444
2020-08-03 10:00:00;8890,465049786038;535,972500424585;1303,4476665973657;962,648444392946;22333,98888888889;18,155555555555555
2020-08-03 10:15:00;8981,657357607954;1232,8661971396216;1436,9007767173975;984,353778192732;28845,62222222222;22,77777777777778
2020-08-03 10:30:00;10609,53028590944;930,0094763225976;1491,1773326423431;983,038777796428;27083,32222222222;20,73333333333333
2020-08-03 10:45:00;7420,477879948086;985,0749970907964;1103,376999682851;905,9608893725606;17347,422222222223;12,555555555555555
2020-08-03 11:00:00;9163,84056593577;808,3763229913177;1390,8261093457538;972,9733348846436;33780,57777777778;24,4
2020-08-03 11:15:00;10320,724817615075;608,2315984906431;1512,3411113288676;988,47588941786;37260,07777777778;27,07777777777778
2020-08-03 11:30:00;10815,372986094158;390,86686140894994;1501,0875549899215;988,5227786064148;36653,86666666667;26,87777777777778
2020-08-03 11:45:00;13563,28786031936;272,28955812454103;1433,1986670653034;994,2818886227076;36297,55555555556;25,22222222222222
2020-08-03 12:00:00;12666,27382795546;45,7114957710139;1402,11255455547;937,9364441235854;36451,55555555556;25,333333333333336
2020-08-03 12:15:00;13277,491244761157;520,5316363720484;1347,0383345656928;920,9976660940384;36564,87777777778;25,27777777777778
2020-08-03 12:30:00;10862,045244608988;297,9361312389402;1126,6522221114897;888,4158898817169;26850,87777777778;20,84444444444444
2020-08-03 12:45:00;12094,83155991236;117,34016526804916;918,2779993216192;832,5622220542699;20337,577777777777;15,755555555555556
2020-08-03 13:00:00;8088,706175274318;122,56611338257837;1293,547666867575;913,800222502814;40435,51111111111;27,422222222222217
2020-08-03 13:15:00;10292,154843436345;-6,622914338110917;1319,764778439204;909,2553331401616;39051,35555555556;29,77777777777778
2020-08-03 13:30:00;7155,568549977409;-320,1415984091663;1220,6114443063732;890,3437780446485;33150,46666666667;24,133333333333333
2020-08-03 13:45:00;7952,838044348474;-123,48084073955314;1264,6485551463238;898,0791111628212;41165,25555555555;31,37777777777778
2020-08-03 14:00:00;7573,55279368648;-81,24653694717786;1169,5205561690857;879,2102224561901;31526,1;21,77777777777777
2020-08-03 14:15:00;11826,543743154743;-558,483275866508;1052,4446663962467;865,2243336611324;31857,86666666667;23,866666666666667
2020-08-03 14:30:00;9204,791675292125;-214,71675004561757;957,3136673291528;842,1726665430604;16438,555555555555;12,21111111111111
2020-08-03 14:45:00;8796,634174745344;-762,4096281931132;1126,8614430771936;885,3619996084103;39491,87777777778;27,41111111111111
2020-08-03 15:00:00;6504,300001953975;-605,4458985959177;1121,260776774088;882,6603339168765;25804,82222222222;20,022222222222226
2020-08-03 15:15:00;7317,515835359373;-572,7486094082817;1075,291112677256;885,064888751507;30420,23333333333;23,68888888888889
2020-08-03 15:30:00;8999,69399939114;-557,7413235528186;1011,3405546638704;883,1904441886485;22478,93333333333;17,2
2020-08-03 15:45:00;7632,038076946466;-461,2257340722607;1048,7812212599654;883,7875556468962;27520,67777777777;19,766666666666666
2020-08-03 16:00:00;9006,225188223521;-312,65700197087494;953,6177785211142;873,3994445191491;19604,255555555555;15,42222222222222
2020-08-03 16:15:00;6333,25133332146;-268,8967744681569;916,0835547950536;873,3641115294564;24252,28888888889;16,633333333333333
2020-08-03 16:30:00;5806,792456817626;-446,3189179162613;1056,0265557262633;889,6010004520416;18959,13333333333;15,122222222222222
2020-08-03 16:45:00;6319,28137550354;-263,7511624275805;857,5644446690877;864,6888892253239;14065,844444444449;12,122222222222222
2020-08-03 17:00:00;6651,846019151478;-495,2288760680028;924,0593322012164;878,2648885647459;20067,35555555556;14,022222222222222
2020-08-03 17:15:00;8717,169142108498;-451,9055916022371;949,5732225709488;869,7945552812681;15392,044444444444;12,033333333333337
2020-08-03 17:30:00;6477,884155584265;-356,4361113936812;839,476777723101;847,9477782991195;12701,9;9,133333333333333
2020-08-03 17:45:00;8067,755492175066;-107,5873904740374;1020,3734420034624;970,1184461991;13606,844444444445;10,355555555555556
2020-08-03 18:00:00;12029,289370897077;11,92570439753667;3097,7069969150743;3122,837886465921;12949,833333333332;10,333333333333332
2020-08-03 18:15:00;10176,479608832466;-623,1545378580148;3659,599327373504;3301,281226706506;13735,18888888889;8,655555555555555
2020-08-03 18:30:00;7985,112666193647;-832,4809439844564;1497,7537798378191;1338,023555881448;12988,766666666666;10,233333333333334
2020-08-03 18:45:00;7522,842125278049;-848,8238898807099;811,7284436914666;840,6510000467292;12138,18888888889;7,788888888888888
2020-08-03 19:00:00;7616,703337063258;-851,1101018291067;804,4307785378555;843,3638892306221;9543,588888888888;7,011111111111111
2020-08-03 19:15:00;7837,171498099431;-958,3008446963636;762,1840011066863;833,7945559051295;7401,722222222223;4,555555555555555
2020-08-03 19:30:00;10851,349264441586;-316,27471902594067;761,1117776446871;835,4823335886;4734,377777777778;2,844444444444445
2020-08-03 19:45:00;10575,637507926089;-367,5134988334452;767,0725563526156;838,4266665008333;3376,2;2,566666666666667
2020-08-03 20:00:00;8121,993229760063;-506,7987749199087;743,8101108683486;853,1162215047414;2228,4777777777776;1,5555555555555556
2020-08-03 20:15:00;9222,406063503691;-133,95270740014402;668,5689992772203;840,486999993855;1157,0666666666666;1,3
2020-08-03 20:30:00;7545,992293082341;-51,3822321856488;652,4568889326516;787,4734438419339;714,8666666666666;0,9333333333333332
2020-08-03 20:45:00;7712,107077722701;-383,0290209603689;1122,3386721531558;1289,5514477252962;420,4555555555555;0,6666666666666667
2020-08-03 21:00:00;7450,947009640648;-216,44945731503557;707,7395561006332;827,0008881900044;179,9;0,5888888888888888
2020-08-03 21:15:00;6742,063025919595;-627,3695848460836;660,5042231533264;800,5458887166455;72,34444444444445;0,1
2020-08-03 21:30:00;7289,167451665858;-470,3801104983984;661,0934438281578;802,7584446284501;0,0;0,0
2020-08-03 21:45:00;7508,64909780483;-575,965496768011;675,3127784490583;803,7617768777748;0,0;0,0
2020-08-03 22:00:00;7496,861561446721;-580,5287508699649;1099,575002662339;1237,2140038516793;0,0;0,0
2020-08-03 22:15:00;6621,349781046973;-1070,2043061468337;661,8036663638219;803,6965565297342;0,0;0,0
2020-08-03 22:30:00;6626,321173392402;-662,9135545836565;687,4491117318478;802,1061108695144;0,0;0,0
2020-08-03 22:45:00;6321,7715950436095;-572,1340745552817;1136,3285547680327;1262,1326604551734;0,0;0,0
2020-08-03 23:00:00;6016,749180433486;-87,40953482808652;662,846777629853;808,725221931935;0,0;0,0
2020-08-03 23:15:00;5417,062380099826;-249,4627352444336;676,2854441192414;815,2104437377714;0,0;0,0
2020-08-03 23:30:00;5383,137790205214;-363,8292684878238;1152,0665575318883;1280,2959948552996;0,0;0,0
2020-08-03 23:45:00;5108,921436648899;-329,6081944121261;976,1352214336404;1066,534775686264;0,0;0,0
2020-08-04 00:00:00;4647,912895386308;-724,4706000990343;696,774776246812;846,4037769224911;0,0;0,0
2020-08-04 00:15:00;4881,39973690834;-480,8567828157808;1140,584994419416;1265,50633822547;0,0;0,0
2020-08-04 00:30:00;5069,265483634856;-178,6763083584508;668,8578890058733;825,1723335093919;0,0;0,0
2020-08-04 00:45:00;4571,529668426514;-342,25944374932175;669,2447780980006;824,6034440914788;0,0;0,0
2020-08-04 01:00:00;4184,511835776434;-759,6402156326503;1176,9771108229977;1298,4230016973288;0,0;0,0
2020-08-04 01:15:00;4427,396667734779;-388,94633842839255;668,1377772808075;821,2504443552752;0,0;0,0
2020-08-04 01:30:00;4605,797832969384;-389,6694258650276;669,0186657826108;824,4191111922264;0,0;0,0
2020-08-04 01:45:00;4542,644525937681;-482,89559828927537;1172,6608909580425;1298,1948906699824;0,0;0,0
2020-08-04 02:00:00;4332,576026026408;-426,116393834992;677,9469788211766;834,1271205692581;0,0;0,0
2020-08-04 02:15:00;4058,451739483529;-658,3136629228857;1040,6991415770049;1124,7168195516538;0,0;0,0
2020-08-04 02:30:00;4043,218887491274;-666,4167202149298;1174,987025019702;1296,83982461372;0,0;0,0
2020-08-04 02:45:00;4042,893808348282;-843,0043008407716;655,0871873291527;828,977350992527;0,0;0,0
2020-08-04 03:00:00;4186,040778456794;-550,240228589376;653,8948884540137;826,5042219731539;0,0;0,0
2020-08-04 03:15:00;4488,5216357337085;-146,76235023074798;1101,2906722413163;1240,3428887446687;0,0;0,0
2020-08-04 03:30:00;4392,361335309343;-595,1438523640448;660,717332400216;829,7463335222667;0,0;0,0
2020-08-04 03:45:00;4785,926597362094;-53,330147606923006;665,3411119831943;829,6837778051694;0,0;0,0
2020-08-04 04:00:00;4426,852539126079;-308,00526465459114;1223,5104441033454;1355,5558890183763;0,0;0,0
2020-08-04 04:15:00;4485,502470638136;-140,1924617343513;965,9261107736162;1073,036776420805;0,0;0,0
2020-08-04 04:30:00;4691,291691433939;-239,33626103931;1174,9702217181505;1299,888332923252;0,0;0,0
2020-08-04 04:45:00;4494,81216409471;-146,25616310437368;658,3210008727181;822,5433332324027;0,0;0,0
2020-08-04 05:00:00;5060,582415737572;-568,8081999043666;1228,3281089517814;1344,177777323457;0,0;0,0
2020-08-04 05:15:00;4525,434383920741;-288,9872569220174;654,6185555537543;828,2335553222237;0,0;0,0
2020-08-04 05:30:00;8328,704656682894;-304,2642132905755;1326,8908956209837;1437,4393213828398;0,0;0,0
2020-08-04 05:45:00;4715,766156684025;-653,1003222232406;3270,474561119087;3062,5577646613115;174,84444444444443;0,3
2020-08-04 06:00:00;6473,055250947735;-159,0171648841421;1248,7940008640278;1245,9535540196628;678,8777777777777;0,9333333333333332
2020-08-04 06:15:00;8088,8184603797;-361,4384341945547;1117,1042210472938;1242,0222247322404;1107,7777777777778;1,1
2020-08-04 06:30:00;7579,153824400022;-587,6470659082524;750,5663333680891;897,6994424502047;1741,9555555555555;1,5333333333333332
2020-08-04 06:45:00;4807,965250845306;-597,4050142406318;3759,665099067161;3463,265869543289;2804,3555555555554;1,8000000000000005
2020-08-04 07:00:00;4871,966353626015;-70,97586941777982;845,9312186929934;947,9962208668392;3532,6000000000004;2,6
2020-08-04 07:15:00;5274,126734418047;-276,04295032760274;2746,633554495704;2552,7004447314416;4627,755555555556;3,4333333333333336
2020-08-04 07:30:00;4632,812665345934;-671,284056286016;1655,192783411343;1619,842123313743;5349,4222222222215;3,555555555555556
2020-08-04 07:45:00;5577,899197642007;-656,9054831611265;655,7918884754182;832,8666656255722;8819,388888888889;5,855555555555556
2020-08-04 08:00:00;5609,028743828666;-547,5800737318614;701,1290010955599;835,5515552891626;11518,455555555556;9,266666666666667
2020-08-04 08:15:00;8734,09108313862;170,7134363637527;771,5710008647707;831,496555799908;13569,433333333334;10,177777777777775
2020-08-04 08:30:00;10118,12913500061;611,5170649085273;806,8815562884014;836,6990000261198;15402,1;12,055555555555555
2020-08-04 08:45:00;8952,791977765832;528,2987181954924;953,4353336122306;872,5547783467506;19940,08888888889;15,255555555555556
2020-08-04 09:00:00;11506,504014650973;807,9048904014944;1231,4972229109867;928,7391107956572;20708,666666666664;14,78888888888889
2020-08-04 09:15:00;11850,518996493036;269,3302523427517;1222,3555563476357;920,5436668674148;24581,522222222226;16,933333333333334
2020-08-04 09:30:00;9604,146400430474;364,80669446595886;1277,9385555823644;925,7897777888508;25703,566666666666;18,877777777777776
2020-08-04 09:45:00;7479,173896026615;187,98216918893297;1331,315556467904;944,1237776358926;27048,977777777774;18,88888888888889
2020-08-04 10:00:00;6446,196382840473;592,3335617274695;1307,3632226758527;941,2164451201756;29815,211111111108;19,73333333333333
2020-08-04 10:15:00;8294,54876065254;-103,4201136074758;1337,2354437298238;936,904110840956;28360,533333333333;22,866666666666667
2020-08-04 10:30:00;6418,81878081604;-307,42090792235274;1470,2195571899415;964,9308881786131;34344,5;25,2
2020-08-04 10:45:00;7407,366650765031;-51,57242305954106;1143,703333316909;895,8043329967395;15045,533333333333;13,044444444444444
2020-08-04 11:00:00;9150,683809386352;-159,90249868068236;1095,9156666861638;903,9355555256202;20130,67777777778;13,522222222222222
2020-08-04 11:15:00;7286,20017111037;-132,85566876894987;1085,2528888199067;897,4192217932808;23271,844444444447;18,08888888888889
2020-08-04 11:30:00;8986,809928650324;-321,8686371735387;1186,8400008334058;933,0438896391122;22695,2;14,511111111111113
2020-08-04 11:45:00;8032,131020577748;-120,00930811911606;1270,8406646490098;942,5577773438562;34302,88888888889;24,75555555555556
2020-08-04 12:00:00;9434,48051622178;-672,9246638694146;1148,3955552366049;936,7867776075992;29334,677777777782;22,022222222222226
2020-08-04 12:15:00;11021,192555865544;-439,1747241885442;1268,9862218221028;927,2571105692124;27388,5;19,944444444444443
2020-08-04 12:30:00;9063,8075193052;-458,7946709137262;1355,8067774984574;932,0162228014736;25006,51111111111;17,477777777777778
2020-08-04 12:45:00;7001,796364212032;-226,06555715331373;2412,123667685189;738,3236675990962;24328,233333333337;16,677777777777777
2020-08-04 13:00:00;8284,881648050945;198,66211906187004;3206,2571013874444;737,4804433610706;30358,044444444447;21,344444444444445
2020-08-04 13:15:00;9541,634903348287;-244,04384481221456;1636,6185519880758;761,8677776972444;9700,3;6,955555555555556
2020-08-04 13:30:00;7419,063385666735;-21,65605297353664;997,608000437418;860,9446665512191;30954,93333333333;24,91111111111111
2020-08-04 13:45:00;7215,201670710237;-101,06893850626965;1163,4203345775609;895,4714442094169;27437,655555555557;18,91111111111111
2020-08-04 14:00:00;8626,363962141673;-459,5567772744808;1313,5942223548889;915,7779999481304;38034,944444444445;24,177777777777777
2020-08-04 14:15:00;6303,546968682607;-783,4328730371278;1234,6575549761458;903,616665930218;24107,28888888889;18,366666666666667
2020-08-04 14:30:00;8619,900834676959;-398,0802387290531;988,7986670229168;862,7603337857458;12494,833333333332;10,833333333333332
2020-08-04 14:45:00;6502,165619574656;-501,1378871686754;1000,774334046576;879,0010011672971;36295,74444444444;24,133333333333333
2020-08-04 15:00:00;7661,27078213163;-447,68350027402425;1255,8355564488306;923,0492231077616;37484,88888888888;30,700000000000003
2020-08-04 15:15:00;9428,20460333294;-719,0262768119558;1225,004778769281;916,9993332015142;31270,45555555556;24,2
2020-08-04 15:30:00;7217,93253278732;145,66055825816306;1166,4177776071758;910,9800000177488;25356,9;20,322222222222223
2020-08-04 15:45:00;6339,955648645947;-473,9191647355202;1118,073333615727;904,1165559689204;32013,6;23,044444444444444
2020-08-04 16:00:00;5904,420796234232;-235,918667837864;975,7958906862472;883,505332348082;15677,5;9,522222222222222
2020-08-04 16:15:00;5363,552272584702;-212,98582964638575;892,3541099468868;881,837111462487;17355,77777777778;12,68888888888889
2020-08-04 16:30:00;7104,087170325386;-324,52022354072744;944,6832225349214;877,7626660254268;23798,944444444445;15,744444444444444
2020-08-04 16:45:00;11089,917939037754;-153,0056732134707;951,3986109998492;838,0702236003348;25148,911111111112;16,8
2020-08-04 17:00:00;10024,97244177924;138,90472185048728;986,2383332358464;855,7199988351923;26603,333333333336;18,044444444444444
2020-08-04 17:15:00;9195,27682003445;-557,9320588394996;830,1016663365892;824,7740002393729;12243,12222222222;8,377777777777778
2020-08-04 17:30:00;7434,026584413314;-228,4863024181788;732,6187794552911;807,0643325514262;9717,133333333331;7,033333333333333
2020-08-04 17:45:00;8368,503478537663;-388,2212528840953;690,6813333352403;800,2385555492506;11919,511111111113;8,022222222222222
2020-08-04 18:00:00;10178,40855606927;33,37774934106341;753,0617778884038;812,0843337668314;13524,922222222222;10,81111111111111
2020-08-04 18:15:00;9139,99360804028;-484,6042027406402;686,7510005076724;805,2031109452247;9503,333333333334;6,477777777777778
2020-08-04 18:30:00;10507,916114521024;-907,0992161387352;669,949779179361;799,6341109885102;7039,777777777777;4,877777777777778
2020-08-04 18:45:00;9106,227884885991;-711,6221707349025;690,2123337586726;795,9818891260364;11115,011111111113;7,544444444444444
2020-08-04 19:00:00;8649,214826541473;-298,69700081811993;650,7803331163198;789,5154442879883;2688,077777777778;1,8666666666666667
2020-08-04 19:15:00;8719,432543818157;-514,1881120810897;652,0001109573574;794,9207776467006;3113,7;1,9333333333333331
2020-08-04 19:30:00;11760,570399559863;-416,16688907742366;656,1383323510483;794,0466663042707;5603,333333333333;3,666666666666667
2020-08-04 19:45:00;9552,869598318026;-111,4185759389848;653,5498891645013;802,0225565658676;2627,322222222222;1,7999999999999998
2020-08-04 20:00:00;7838,6926115360975;-23,59462777610284;656,6411112546924;812,9195545328985;1530,3111111111111;1,3333333333333337
2020-08-04 20:15:00;9206,89885442098;38,348813594593935;669,7271114746733;823,1124446948369;1174,2444444444443;1,1888888888888889
2020-08-04 20:30:00;8473,25992618137;-117,11439104905918;1035,0795546584663;1123,161663709746;781,1333333333334;0,9111111111111112
2020-08-04 20:45:00;7007,710769423226;-76,49091343182667;652,449999870195;811,8688893569846;348,6777777777778;0,6666666666666667
2020-08-04 21:00:00;6655,610679856557;-386,37859407768485;637,0886664470037;808,4013335731294;156,33333333333331;0,5666666666666667
2020-08-04 21:15:00;7240,392766036987;-347,13376650167675;665,5315563519799;815,6697780079313;40,02222222222223;0,1
2020-08-04 21:30:00;7682,66839538574;-486,1305115667983;669,9732229444719;814,9116659336626;0,0;0,0
2020-08-04 21:45:00;6971,877939690483;-718,6615562055674;666,505000739627;820,1113326523041;0,0;0,0
2020-08-04 22:00:00;7376,915412478978;-526,7360575351445;668,1466662724816;826,8352229118344;0,0;0,0
2020-08-04 22:15:00;8761,313016785512;-430,337724608186;1002,8714439630506;1107,555000464121;0,0;0,0
2020-08-04 22:30:00;6476,723836072286;-617,0987731960093;671,6314435137655;837,496777868271;0,0;0,0
2020-08-04 22:45:00;7637,742619789968;-562,0831651839982;676,6727780527533;838,1013335598844;0,0;0,0
2020-08-04 23:00:00;5442,184129990469;-643,1998913235155;672,566000053618;843,2456662681366;0,0;0,0
2020-08-04 23:15:00;6562,224012141761;-532,9201647016746;672,4203345908054;840,0737773683333;0,0;0,0
2020-08-04 23:30:00;5533,508255894979;-446,2341155078675;671,7632216374083;838,4432222392824;0,0;0,0
2020-08-04 23:45:00;4923,493137741087;-61,17805550893182;1002,6357785065968;1110,5865556001656;0,0;0,0
2020-08-05 00:00:00;4943,355337354869;-775,9493646462786;672,4384439176987;842,6104433165654;0,0;0,0
2020-08-05 00:15:00;6156,766637802124;-365,9486354721929;666,8562226348452;843,0120007541447;0,0;0,0
2020-08-05 00:30:00;6176,482465595672;-266,99314026037854;657,0629996008348;839,6341112481224;0,0;0,0
2020-08-05 00:45:00;5899,743798679771;-302,2455252700372;657,7094442923865;840,5258886734644;0,0;0,0
2020-08-05 01:00:00;5037,260057237416;-455,54405740333766;665,5838898022965;851,9618896961213;0,0;0,0
2020-08-05 01:15:00;4339,175721316869;-175,36272493203495;660,1131115833907;848,1068876690337;0,0;0,0
2020-08-05 01:30:00;4457,665802123055;-127,58302719857916;658,6145543151433;843,1367776367393;0,0;0,0
2020-08-05 01:45:00;4216,377311910399;-498,5554623992368;975,7237758530504;1095,3478893624413;0,0;0,0
2020-08-05 02:00:00;4076,737193990637;-536,9968781632414;656,6608889871171;838,991222047806;0,0;0,0
2020-08-05 02:15:00;3914,149432442404;-789,4467885058351;662,716000617875;839,5159998840759;0,0;0,0
2020-08-05 02:30:00;4048,541816451331;-531,3514464867235;654,8834447092479;831,0893338852461;0,0;0,0
2020-08-05 02:45:00;4061,538894377813;-713,2063835144043;649,7392213291599;814,1426660127108;0,0;0,0
2020-08-05 03:00:00;4246,890388658312;-452,5017753442133;1929,9177755037977;2243,854223989116;0,0;0,0
2020-08-05 03:15:00;3988,130617184109;-607,1703888204371;646,153444054392;801,9316664152673;0,0;0,0
2020-08-05 03:30:00;3912,0064963870577;-682,0466150853374;967,48089237743;1060,92644475831;0,0;0,0
2020-08-05 03:45:00;3779,773749351501;-758,4307475354923;679,1858885818064;837,0532222893509;0,0;0,0
2020-08-05 04:00:00;3705,183917511836;-823,5673069530072;650,9361101786294;818,3147776868607;0,0;0,0
2020-08-05 04:15:00;3769,353777143692;-457,4478307565043;648,8923338625174;810,4587772568065;0,0;0,0
2020-08-05 04:30:00;4090,198275756833;-299,82427938514263;649,0572222259306;809,3794450256564;0,0;0,0
2020-08-05 04:45:00;4043,453729944381;-387,3252653753967;648,9143336057657;809,3596667488414;0,0;0,0
2020-08-05 05:00:00;4737,119540938121;-284,7641274045393;645,6282224787603;799,6448888805178;0,0;0,0
2020-08-05 05:15:00;4622,146912335589;-477,84451777992217;831,2906665219192;983,6913330687412;0,0;0,0
2020-08-05 05:30:00;8068,626859552277;-432,2489818923802;1290,862669078506;1401,633999262915;0,0;0,0
2020-08-05 05:45:00;4802,830498474968;-524,1505752141393;642,6388893604275;791,6479996442794;130,2111111111111;0,3
2020-08-05 06:00:00;5160,9026380538935;-510,5543721181372;646,2106673849955;801,8991110616261;652,6333333333333;0,8
2020-08-05 06:15:00;7862,696811520613;-888,5352793958468;1488,5437778446435;1749,1696701831313;1489,1333333333332;1,2
2020-08-05 06:30:00;4983,172633390076;-592,8723352644179;1070,5251060459384;1254,3508866310106;2264,3888888888887;1,5666666666666669
2020-08-05 06:45:00;3986,400462920576;-873,3067592179349;647,7884455256998;807,8391115837624;3105,177777777778;2,5
2020-08-05 07:00:00;5433,034334858083;-515,7682405839125;645,0666661421458;799,3561107198398;3754,3333333333335;2,5
2020-08-05 07:15:00;6214,496321885848;-526,7632262449783;643,5616676118631;796,2293333927789;4833,622222222222;3,633333333333333
2020-08-05 07:30:00;6027,597807870088;-496,0452474170264;642,0403344578206;789,3987782425357;5610,68888888889;4,5888888888888895
2020-08-05 07:45:00;5227,1901458923885;-288,20485084224924;641,3664446963207;787,4853333923547;8760,788888888888;6,611111111111111
2020-08-05 08:00:00;6528,731001876196;204,7299210221238;653,4198885149414;795,5961114446318;10825,977777777778;7,2666666666666675
2020-08-05 08:15:00;7485,022522285244;195,20512396991305;688,6316675371595;796,1753334005668;11323,622222222222;7,31111111111111
2020-08-05 08:30:00;5867,627421569823;-47,13888848566683;712,2684458070333;793,376333822144;11854,011111111113;8,988888888888889
2020-08-05 08:45:00;6004,43275411394;-132,02308301130884;769,4591108798976;800,8667770253285;13760,388888888889;9,68888888888889
2020-08-05 09:00:00;6682,584209018285;89,6721958504795;902,920334222582;841,8774444646303;16441,144444444442;10,566666666666666
2020-08-05 09:15:00;5743,731445121764;364,2694848054924;1004,7395556052528;865,8476656966741;18258,35555555556;14,255555555555556
2020-08-05 09:30:00;6342,193360916773;-388,5509227578138;1189,3194430192316;924,4153331809572;20686,58888888889;14,733333333333334
2020-08-05 09:45:00;7414,486572376886;-344,36197812673265;1207,2338895983166;940,330111151271;22008,82222222222;15,68888888888889
2020-08-05 10:00:00;6308,011089727614;-587,676694215669;1274,2667770438725;960,6470003843308;23051,544444444444;17,044444444444444
2020-08-05 10:15:00;5665,305548413598;-256,7723889801252;1278,095443945461;939,2318888717228;26705,244444444445;18,23333333333333
2020-08-05 10:30:00;5957,426358625631;-662,73402663337;1245,302889741792;928,15066722499;27212,366666666665;20,14444444444445
2020-08-05 10:45:00;7248,440151553686;-235,9906328900012;1256,6756675508284;946,207556181484;27338,366666666665;21,211111111111112
2020-08-05 11:00:00;7219,1733559596705;-562,4009461691784;1329,2689989778726;958,4674450874328;28942,277777777777;19,6
2020-08-05 11:15:00;7796,745819034701;-94,20135920486712;1315,1468899038102;927,5538895315588;31712,811111111117;22,72222222222222
2020-08-05 11:30:00;9059,818798806928;123,7310195822265;1368,4274430354435;907,9071116487188;32398,566666666666;35,233333333333334
2020-08-05 11:45:00;5257,6641023265;-512,5646120498585;1384,5290025022296;929,1001108381486;34321,15555555555;29,244444444444447
2020-08-05 12:00:00;8359,695436039672;286,03115566251444;1439,5282228443357;970,856778346168;36060,05555555556;25,33333333333333
2020-08-05 12:15:00;11673,3421641597;196,7449556200584;1345,5225560585664;948,5768883042864;36719,9;30,833333333333336
2020-08-05 12:30:00;11677,51003195445;298,3386697322599;1369,2803330236006;960,5811118496786;36464,42222222222;26,22222222222222
2020-08-05 12:45:00;6218,928038469947;-111,18728604619572;1324,9296657774184;964,002444852724;36424,63333333333;26,08888888888889
2020-08-05 13:00:00;7489,421726057266;-335,025804894914;1352,1291098700626;973,0616664992444;37214,677777777775;29,200000000000003
2020-08-05 13:15:00;8814,709798489674;-870,139775847004;1292,240778287252;947,9316670046918;37145,61111111111;26,977777777777774
2020-08-05 13:30:00;8594,179613408947;-581,7270101144474;1230,9737766875162;947,3087777058286;37493,86666666667;26,6
2020-08-05 13:45:00;8208,186203963052;-2,4674029274124507;1228,3699996948244;943,334889997376;37373,05555555556;25,922222222222224
2020-08-05 14:00:00;11251,921657986117;188,20262695507145;1197,4401110781564;906,8218891117308;36788,788888888885;25,077777777777783
2020-08-05 14:15:00;9269,948595555625;151,74614538528277;1143,5107783370547;907,1699993795812;36139,86666666667;27,655555555555555
2020-08-05 14:30:00;7178,589951154925;-28,627854730356034;1146,3249997509854;887,1244439668131;36102,82222222223;26,95555555555556
2020-08-05 14:45:00;9427,4193254047;-101,21630117032134;1086,4808890925508;870,8255562067036;35296,311111111114;24,522222222222226
2020-08-05 15:00:00;7492,803276803763;-384,3416135099207;1044,3627777311533;847,679889301459;34540,188888888886;27,811111111111117
2020-08-05 15:15:00;6809,564388826154;-311,6717770962232;1040,3204443852112;859,7579996638824;33402,46666666667;24,333333333333336
2020-08-05 15:30:00;7869,545230645075;198,99584280411412;1007,1923340585502;861,4887779951092;32351,388888888887;24,31111111111111
2020-08-05 15:45:00;5104,922003754507;-122,84242168939784;1033,8878893136978;869,2076668236002;31145,677777777782;23,14444444444445
2020-08-05 16:00:00;5765,097635388378;75,11318933301509;995,8467775265372;868,3104445987278;29989,31111111111;19,12222222222222
2020-08-05 16:15:00;6091,417538608445;-274,06860790716297;1048,9294432507625;885,7473334524365;28640,48888888889;24,05555555555556
2020-08-05 16:30:00;5494,794470469156;-410,3878069107733;1013,1178885618845;851,3442217138072;27123,033333333333;21,3
2020-08-05 16:45:00;6835,825872881449;-31,413240009026623;979,9656665060246;833,1276665700805;25496,18888888889;17,655555555555555
2020-08-05 17:00:00;10921,586601221;353,1548810811283;980,9421103106604;826,1276669131383;23780,95555555556;19,833333333333336
2020-08-05 17:15:00;11358,855269425008;309,11277835729265;940,9334442456563;822,4902226169901;21886,911111111112;16,733333333333334
2020-08-05 17:30:00;13970,233349510469;-187,79150179206533;836,8673327260548;797,255888238218;19889,17777777778;13,588888888888889
2020-08-05 17:45:00;10221,41150639853;-532,3283303605197;808,4590009159515;786,3434443990394;17755,455555555556;11,944444444444445
2020-08-05 18:00:00;9787,960038418236;-482,2985705203479;713,6521105580863;770,8558893018297;15884,944444444443;9,911111111111111
2020-08-05 18:15:00;9195,035990736218;-841,4303767162878;684,6576651970548;775,1244450396957;13711,055555555557;10,72222222222222
2020-08-05 18:30:00;7766,296499167545;-780,1079992453261;656,714334162076;767,9336666001213;11712,411111111112;8,088888888888889
2020-08-05 18:45:00;8058,14369617038;-529,9911961608462;682,6212218337585;777,0071113692393;9557,333333333332;6,966666666666667
2020-08-05 19:00:00;8341,49619818793;-666,2335285014569;672,8896662473676;784,7236665368083;7147,011111111111;5,133333333333333
2020-08-05 19:15:00;7167,995997153384;-456,2066049986634;616,2683326350322;779,4200001213286;5095,388888888889;3,2333333333333334
