index,APPARENT_TEMPERATURE:TOTAL
2020-01-02 08:15:00,-5.233333269755033
2020-01-02 08:30:00,-4.866666475931766
2020-01-02 08:45:00,-5.1999998092651
2020-01-02 09:00:00,-5.166666507720934
2020-01-02 09:15:00,-5.0333333015442
2020-01-02 09:30:00,-4.233333269755067
2020-01-02 09:45:00,-4.5
2020-01-02 10:00:00,-4.2666666507721
2020-01-02 10:15:00,-3.7999999523163
2020-01-02 10:30:00,-3.0333333015442
2020-01-02 10:45:00,-3.0999999046326
2020-01-02 11:00:00,-2.8666666348775336
2020-01-02 11:15:00,-2.3333333333333335
2020-01-02 11:30:00,-1.7999999523163
2020-01-02 11:45:00,-1.8999999761581001
2020-01-02 12:00:00,-1.9666666189829332
2020-01-02 12:15:00,-2.0333333015442
2020-01-02 12:30:00,-1.7666666905085
2020-01-02 12:45:00,-1.8999999761581001
2020-01-02 13:00:00,-1.9333333174387333
2020-01-02 13:15:00,-1.9333333174387333
2020-01-02 13:30:00,-1.9666666587193664
2020-01-02 13:45:00,-1.8999999761581001
2020-01-02 14:00:00,-2.4333333174387333
2020-01-02 14:15:00,-3.1000000635782663
2020-01-02 14:30:00,-3.9000000953674
2020-01-02 14:45:00,-3.9000000953674
2020-01-02 15:00:00,-4.066666762034067
2020-01-02 15:15:00,-4.4666666984558
2020-01-02 15:30:00,-4.6999998092651
2020-01-02 15:45:00,-4.5999999046326
2020-01-02 16:00:00,-4.5666666030884
2020-01-02 16:15:00,-4.4333333969116
2020-01-02 16:30:00,-4.333333492279066
2020-01-02 16:45:00,-4.4000000953674
2020-01-02 17:00:00,-4.366666793823232
2020-01-02 17:15:00,-4.3000001907349
2020-01-02 17:30:00,-3.5333333015442
2020-01-02 17:45:00,-3.5999999046326
2020-01-02 18:00:00,-3.766666571299267
2020-01-02 18:15:00,-3.8999999364217337
2020-01-02 18:30:00,-3.4666666984558
2020-01-02 18:45:00,-3.4000000953674
2020-01-02 19:00:00,-3.2666667302449333
2020-01-02 19:15:00,-3.0666666030884002
2020-01-02 19:30:00,-2.7000000476837
2020-01-02 19:45:00,-2.9000000953674
2020-01-02 20:00:00,-2.9666666984558
2020-01-02 20:15:00,-3.0999999046326
2020-01-02 20:30:00,-2.8333333333333335
2020-01-02 20:45:00,-2.9000000953674
2020-01-02 21:00:00,-2.9666666984558
2020-01-02 21:15:00,-3.0999999046326
2020-01-02 21:30:00,-2.500000079472833
2020-01-02 21:45:00,-2.7000000476837
2020-01-02 22:00:00,-2.3333333730697667
2020-01-02 22:15:00,-1.6000000238418999
2020-01-02 22:30:00,-1.3999999761581001
2020-01-02 22:45:00,-1.3999999761581001
2020-01-02 23:00:00,-1.3999999761581001
2020-01-02 23:15:00,-1.3999999761581001
2020-01-02 23:30:00,-1.3999999761581001
2020-01-02 23:45:00,-1.3999999761581001
2020-01-03 00:00:00,-1.2666666507720665
2020-01-03 00:15:00,-0.9333333174387599
2020-01-03 00:30:00,-0.69999998807907
2020-01-03 00:45:00,-0.40000000596046
2020-01-03 01:00:00,-0.5333333412806166
2020-01-03 01:15:00,-0.80000001192093
2020-01-03 01:30:00,-1.9333333174387333
2020-01-03 01:45:00,-2.0
2020-01-03 02:00:00,-1.8666666746139668
2020-01-03 02:15:00,-1.6000000238418999
2020-01-03 02:30:00,-1.0666666825612667
2020-01-03 02:45:00,-1.0
2020-01-03 03:00:00,-0.8333333333333334
2020-01-03 03:15:00,-0.36666667461395336
2020-01-03 03:30:00,-0.13333333532015332
2020-01-03 03:45:00,0.0
2020-01-03 04:00:00,0.06666666766007666
2020-01-03 04:15:00,0.20000000298023
2020-01-03 04:30:00,-0.20000000298023
2020-01-03 04:45:00,-0.30000001192093
2020-01-03 05:00:00,-0.23333334177732667
2020-01-03 05:15:00,-0.03333333383004
2020-01-03 05:30:00,0.23333333929379665
2020-01-03 05:45:00,0.40000000596046
2020-01-03 06:00:00,0.4666666785875933
2020-01-03 06:15:00,0.56666668256124
2020-01-03 06:30:00,0.60000002384186
2020-01-03 06:45:00,0.60000002384186
2020-01-03 07:00:00,0.60000002384186
2020-01-03 07:15:00,0.60000002384186
2020-01-03 07:30:00,1.2666666507721
2020-01-03 07:45:00,1.2000000476837
2020-01-03 08:00:00,1.1666667064031
2020-01-03 08:15:00,1.1000000238419
2020-01-03 08:30:00,1.2333333492279
2020-01-03 08:45:00,1.2999999523163
2020-01-03 09:00:00,1.4999999602635665
2020-01-03 09:15:00,2.033333261807767
2020-01-03 09:30:00,2.3666666348775336
2020-01-03 09:45:00,2.5
2020-01-03 10:00:00,2.4000000158945665
2020-01-03 10:15:00,2.2666666507721
2020-01-03 10:30:00,2.2999999523163
2020-01-03 10:45:00,2.2999999523163
2020-01-03 11:00:00,2.3666666348775336
2020-01-03 11:15:00,2.5333333015442
2020-01-03 11:30:00,2.7000000476837
2020-01-03 11:45:00,2.7000000476837
2020-01-03 12:00:00,2.9000000158945665
2020-01-03 12:15:00,3.2999999523163
2020-01-03 12:30:00,3.5
2020-01-03 12:45:00,3.5
2020-01-03 13:00:00,3.4333333174387666
2020-01-03 13:15:00,3.2999999523163
2020-01-03 13:30:00,3.4000000953674
2020-01-03 13:45:00,3.4000000953674
2020-01-03 14:00:00,3.333333412806167
2020-01-03 14:15:00,3.2000000476837
2020-01-03 14:30:00,3.2666666507721
2020-01-03 14:45:00,3.2000000476837
2020-01-03 15:00:00,3.1666666666666665
2020-01-03 15:15:00,3.0999999046326
2020-01-03 15:30:00,3.1666665871938338
2020-01-03 15:45:00,3.0999999046326
2020-01-03 16:00:00,3.0333333015442
