season;dayOfWeek;hour;meanP;stdP;meanQ;stdQ
summer;1;0;5696.495849609375;1481.804443359375;-1325.0643615722656;251.31520080566406
summer;1;1;5703.9051513671875;1495.9827880859375;-1320.2653198242188;247.5689239501953
summer;1;2;5757.744140625;1507.8285217285156;-1308.056640625;244.84444427490234
summer;1;3;5734.87255859375;1466.6928100585938;-1319.8558654785156;247.4867401123047
summer;1;4;5739.8890380859375;1467.5688171386719;-1311.7435607910156;248.68792724609375
summer;1;5;5766.083740234375;1477.9293518066406;-1308.5126342773438;247.9357147216797
summer;1;6;5842.65087890625;1456.7332763671875;-1293.4943542480469;247.873046875
summer;1;7;5827.906494140625;1496.6896362304688;-1297.8875427246094;246.45757293701172
summer;1;8;5785.49072265625;1458.949462890625;-1317.6351623535156;248.17088317871094
summer;1;9;5858.103271484375;1446.1629943847656;-1311.1646118164062;247.84796905517578
summer;1;10;5845.6697998046875;1450.7781677246094;-1317.0067443847656;245.22293090820312
summer;1;11;5826.0660400390625;1462.4264221191406;-1327.2773742675781;247.4129638671875
summer;1;12;5818.593994140625;1467.8836364746094;-1331.4205932617188;245.21192169189453
summer;1;13;5788.0115966796875;1473.0086364746094;-1332.1590881347656;248.6237564086914
summer;1;14;5722.6868896484375;1472.9577026367188;-1335.6304321289062;247.19285583496094
summer;1;15;5719.7613525390625;1471.4600524902344;-1340.43115234375;247.70415496826172
summer;1;16;5729.0465087890625;1469.2344665527344;-1339.2458801269531;248.1282730102539
summer;1;17;5767.2169189453125;1486.8346557617188;-1341.1177673339844;249.53731536865234
summer;1;18;5754.83203125;1470.0539245605469;-1336.2652587890625;246.37606048583984
summer;1;19;5716.4986572265625;1470.0246887207031;-1333.3869018554688;245.54769897460938
summer;1;20;5722.292236328125;1465.0652465820312;-1341.7137451171875;246.45298767089844
summer;1;21;5727.8214111328125;1469.8626098632812;-1323.3924560546875;247.7134017944336
summer;1;22;5788.89794921875;1458.1987915039062;-1316.7605590820312;246.99764251708984
summer;1;23;5746.071533203125;1457.3867797851562;-1311.9004516601562;248.48448944091797
summer;2;0;5679.600830078125;1461.5873107910156;-1326.1527404785156;247.2411651611328
summer;2;1;5694.5787353515625;1465.1267700195312;-1327.0069885253906;247.6224822998047
summer;2;2;5690.0301513671875;1459.9671020507812;-1324.3909301757812;249.62963867187497
summer;2;3;5670.557861328125;1490.8185424804688;-1328.7109680175781;249.10060882568357
summer;2;4;5709.361083984375;1489.0200500488281;-1321.6344909667969;248.41141510009768
summer;2;5;5810.9095458984375;1470.3084411621094;-1308.5972290039062;245.81430053710938
summer;2;6;5820.29931640625;1471.1105041503906;-1304.0887451171875;249.11458587646484
summer;2;7;5849.580810546875;1473.3923645019531;-1304.766845703125;247.37039184570312
summer;2;8;5838.357421875;1470.259765625;-1315.2609558105469;247.5920639038086
summer;2;9;5850.8612060546875;1483.0010070800781;-1320.5237731933594;246.85106658935547
summer;2;10;5844.76806640625;1452.5348510742188;-1319.20263671875;253.44379425048828
summer;2;11;5853.2647705078125;1470.2330017089844;-1321.1572570800781;250.3195037841797
summer;2;12;5819.709716796875;1473.0339660644531;-1335.1974182128906;245.44320678710938
summer;2;13;5781.0743408203125;1456.1725158691406;-1334.7157897949219;246.99446868896484
summer;2;14;5777.49560546875;1478.1336059570312;-1341.5637817382812;249.2041778564453
summer;2;15;5722.0982666015625;1458.6643676757812;-1345.677978515625;248.6415023803711
summer;2;16;5713.3624267578125;1492.1629943847656;-1350.5579223632812;248.07500457763672
summer;2;17;5679.963623046875;1461.1675415039062;-1357.5658264160156;242.93704223632812
summer;2;18;5691.2769775390625;1474.3500366210938;-1357.3714904785156;246.3603744506836
summer;2;19;5659.5869140625;1489.4110412597656;-1344.9242553710938;248.37535095214844
summer;2;20;5679.130859375;1464.6462097167969;-1340.5641479492188;246.58821868896484
summer;2;21;5687.1473388671875;1473.1895446777344;-1339.7354125976562;246.97007751464844
summer;2;22;5671.517333984375;1460.0032348632812;-1339.1318359375;246.65900421142575
summer;2;23;5633.31884765625;1463.3580627441406;-1338.1748352050781;247.57041168212888
summer;3;0;5613.5849609375;1445.4192504882812;-1340.6739196777344;247.57039642333984
summer;3;1;5627.6375732421875;1479.7438049316406;-1336.5646667480469;244.20378112792966
summer;3;2;5652.059326171875;1479.5902709960938;-1340.1410827636719;246.8715591430664
summer;3;3;5699.1357421875;1465.6016235351562;-1335.53369140625;252.386962890625
summer;3;4;5738.669189453125;1481.0734252929688;-1323.5343322753906;248.06387329101562
