season;dayOfWeek;hour;meanP;stdP;meanQ;stdQ
winter;3;19;13461.410888671875;2433.3170166015625;-1050.0184631347656;405.06309509277344
winter;3;20;12182.122314453125;2411.43212890625;-1174.9447021484375;407.2474822998047
winter;3;21;10325.532470703125;2433.0636596679688;-1270.048828125;408.4134216308594
winter;3;22;8599.864013671875;2427.372314453125;-1292.1463317871094;402.31166076660156
winter;3;23;6953.6351318359375;2432.6488647460938;-1255.6867980957031;406.5265808105469
winter;4;0;5675.242431640625;2436.7111206054688;-1208.4525451660156;403.58509826660156
winter;4;1;4903.82177734375;2406.2535400390625;-1156.6408386230469;407.6964797973633
winter;4;2;4545.2633056640625;2416.802978515625;-1130.7479553222656;404.71852111816406
winter;4;3;4579.5074462890625;2387.0856323242188;-1130.858642578125;406.53807067871094
winter;4;4;4895.9696044921875;2418.7125854492188;-1102.0582275390625;400.9112854003906
winter;4;5;5439.547119140625;2418.0631103515625;-1054.80078125;403.69647216796875
winter;4;6;6264.54931640625;2389.1898803710938;-1001.4766235351562;402.8126220703125
winter;4;7;7185.4627685546875;2392.3587036132812;-905.5415496826172;405.1073226928711
winter;4;8;8177.7686767578125;2351.7839965820312;-735.9106140136719;404.02085876464844
winter;4;9;9086.915283203125;2398.56396484375;-547.494140625;400.5619888305664
winter;4;10;10202.540283203125;2413.1467895507812;-427.04869079589844;403.5068054199219
winter;4;11;10997.934814453125;2424.7898559570312;-394.2627868652344;406.2039337158203
winter;4;12;11235.6015625;2397.1757202148438;-449.73582458496094;407.22037506103516
winter;4;13;11030.173095703125;2398.9135131835938;-555.450439453125;405.48004150390625
winter;4;14;10446.544921875;2408.17138671875;-696.6622619628906;402.4921646118164
winter;4;15;10702.564208984375;2430.2936401367188;-750.9977111816406;402.87596130371094
winter;4;16;12350.4765625;2417.3280029296875;-789.57177734375;398.8930435180664
winter;4;17;13457.104248046875;2417.043212890625;-838.4504089355469;402.9146194458008
winter;4;18;13929.201416015625;2432.0996704101562;-932.3128204345703;410.9532699584961
winter;4;19;12928.747314453125;2480.0631713867188;-1057.3982238769531;403.59749603271484
winter;4;20;11461.45361328125;2464.0753173828125;-1193.4230041503906;408.3010025024414
