index,APPARENT_TEMPERATURE:TOTAL
2020-06-15 00:00:00,18.23333358764633
2020-06-15 01:00:00,18.10000038146975
2020-06-15 02:00:00,17.899999618530167
2020-06-15 03:00:00,17.66666698455817
2020-06-15 04:00:00,17.3333336512245
2020-06-15 05:00:00,16.76666673024517
2020-06-15 06:00:00,16.316666920979667
2020-06-15 07:00:00,16.13333384195967
2020-06-15 08:00:00,16.050000190735002
2020-06-15 09:00:00,16.174999713898
2020-06-15 10:00:00,16.774999777476
2020-06-15 11:00:00,17.091667016347248
2020-06-15 12:00:00,17.316666603088162
2020-06-15 13:00:00,17.57500028610225
2020-06-15 14:00:00,17.566666920979834
2020-06-15 15:00:00,17.466666539510168
2020-06-15 16:00:00,17.566666285196998
2020-06-15 17:00:00,17.541666825612253
2020-06-15 18:00:00,17.7166668574015
2020-06-15 19:00:00,17.799999872843333
2020-06-15 20:00:00,16.64166657129942
2020-06-15 21:00:00,15.52500017484042
2020-06-15 22:00:00,14.608333269754999
2020-06-15 23:00:00,14.158333301544166
2020-06-16 00:00:00,14.26666641235333
2020-06-16 01:00:00,14.566666603088331
2020-06-16 02:00:00,14.833333174387498
2020-06-16 03:00:00,15.033333460490004
2020-06-16 04:00:00,15.175000190735
2020-06-16 05:00:00,15.608333428700833
2020-06-16 06:00:00,16.14166696866333
2020-06-16 07:00:00,16.966666221618834
2020-06-16 08:00:00,17.983333269755168
2020-06-16 09:00:00,18.816666920979667
2020-06-16 10:00:00,19.49090940302055
2020-06-16 11:00:00,19.86363601684582
2020-06-16 12:00:00,20.27499945958475
2020-06-16 13:00:00,20.700000127156333
2020-06-16 14:00:00,20.9166666666665
2020-06-16 15:00:00,21.166666666666668
2020-06-16 16:00:00,20.516666730245
2020-06-16 17:00:00,20.44166644414292
2020-06-16 18:00:00,20.266666571299503
2020-06-16 19:00:00,18.86666711171458
2020-06-16 20:00:00,17.433333237966085
2020-06-16 21:00:00,16.44999980926517
2020-06-16 22:00:00,15.65833353996292
2020-06-16 23:00:00,15.566666920979998
2020-06-17 00:00:00,15.258333285649583
2020-06-17 01:00:00,14.758333365122496
2020-06-17 02:00:00,13.916666507720832
2020-06-17 03:00:00,13.583333492279168
2020-06-17 04:00:00,13.98333350817375
2020-06-17 05:00:00,14.750000079472919
2020-06-17 06:00:00,15.55833331743875
2020-06-17 07:00:00,16.733333269755
2020-06-17 08:00:00,18.966666539510165
2020-06-17 09:00:00,21.233333110809586
2020-06-17 10:00:00,22.533333301544335
2020-06-17 11:00:00,23.30000019073475
2020-06-17 12:00:00,23.39999961853033
2020-06-17 13:00:00,22.699999809265336
2020-06-17 14:00:00,21.8916664123535
2020-06-17 15:00:00,22.250000476837254
2020-06-17 16:00:00,23.000000317891335
2020-06-17 17:00:00,22.34166669845584
2020-06-17 18:00:00,21.758333206176747
2020-06-17 19:00:00,20.949999968211085
2020-06-17 20:00:00,19.66666666666666
2020-06-17 21:00:00,18.98333342870058
2020-06-17 22:00:00,18.575000286101996
2020-06-17 23:00:00,18.04999987284333
2020-06-18 00:00:00,17.541666507720915
2020-06-18 01:00:00,17.1916666030885
2020-06-18 02:00:00,16.7583333651225
2020-06-18 03:00:00,16.75
2020-06-18 04:00:00,16.616666793823338
2020-06-18 05:00:00,16.833333333333332
2020-06-18 06:00:00,17.450000127156418
2020-06-18 07:00:00,17.550000190734497
2020-06-18 08:00:00,17.733333269755082
2020-06-18 09:00:00,17.93333307902025
2020-06-18 10:00:00,17.566666603088418
2020-06-18 11:00:00,16.77500009536725
2020-06-18 12:00:00,16.391666730244832
2020-06-18 13:00:00,16.333333174387416
2020-06-18 14:00:00,16.458333174387672
2020-06-18 15:00:00,16.899999936421832
2020-06-18 16:00:00,17.291666348775333
2020-06-18 17:00:00,17.666666348775333
2020-06-18 18:00:00,16.32499996821083
2020-06-18 19:00:00,15.749999841054164
2020-06-18 20:00:00,15.441666762034165
2020-06-18 21:00:00,15.016666571299163
2020-06-18 22:00:00,14.858333269755
2020-06-18 23:00:00,14.466666857401668
2020-06-19 00:00:00,13.908333301544168
2020-06-19 01:00:00,13.8333331743875
2020-06-19 02:00:00,13.800000031789168
2020-06-19 03:00:00,13.741666634877499
2020-06-19 04:00:00,13.883333285649584
2020-06-19 05:00:00,14.183333158492912
2020-06-19 06:00:00,14.633333126703747
2020-06-19 07:00:00,15.575000127156414
2020-06-19 08:00:00,17.38333368301392
2020-06-19 09:00:00,19.300000031789253
2020-06-19 10:00:00,20.275000095367417
2020-06-19 11:00:00,21.741666634877333
2020-06-19 12:00:00,22.374999841054247
2020-06-19 13:00:00,22.066666603088418
2020-06-19 14:00:00,21.600000222523917
2020-06-19 15:00:00,21.77499977747608
2020-06-19 16:00:00,21.866666475932004
2020-06-19 17:00:00,21.399999936421498
2020-06-19 18:00:00,21.450000127156333
2020-06-19 19:00:00,20.349999745687004
2020-06-19 20:00:00,18.891666730244918
2020-06-19 21:00:00,17.708332856496252
2020-06-19 22:00:00,17.29166666666667
2020-06-19 23:00:00,16.616666793822997
2020-06-20 00:00:00,15.708333094914584
2020-06-20 01:00:00,14.983333110809165
2020-06-20 02:00:00,14.025000015894584
2020-06-20 03:00:00,13.541666825612502
2020-06-20 04:00:00,13.241666714350416
2020-06-20 05:00:00,14.20000004768375
2020-06-20 06:00:00,16.249999841054418
2020-06-20 07:00:00,18.299999872843497
2020-06-20 08:00:00,19.68333292007458
2020-06-20 09:00:00,20.34166669845558
2020-06-20 10:00:00,20.450000127156667
2020-06-20 11:00:00,21.091666539510168
